Order ID,Date,Customer ID,Product ID,Product Name,Category,Quantity,Price per Unit,Total Sale Amount,Payment Method,Payment Status,Country,Continent
263,2023-06-09,Cust-899,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,Germany,Europe
264,2023-08-25,Cust-743,3002,Headphones,Accessories,1,50,50,Bank Transfer,Failed,Japan,Asia
265,2023-11-22,Cust-213,3002,Headphones,Accessories,1,50,50,PayPal,Failed,UK,Europe
266,2023-06-06,Cust-888,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,Canada,North America
267,2023-07-27,Cust-945,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Pending,India,Asia
268,2023-07-09,Cust-784,3002,Headphones,Accessories,2,50,100,Bank Transfer,Completed,France,Europe
269,2023-12-17,Cust-108,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Completed,India,Asia
270,2023-02-18,Cust-204,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,USA,North America
271,2023-01-21,Cust-836,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Completed,UK,Europe
272,2023-12-20,Cust-141,3002,Headphones,Accessories,4,50,200,Bank Transfer,Completed,USA,North America
273,2023-05-29,Cust-714,3001,Laptop,Electronics,4,1000,4000,Credit Card,Completed,USA,North America
274,2023-05-15,Cust-179,3002,Headphones,Accessories,1,50,50,Bank Transfer,Failed,South Africa,Africa
275,2023-02-09,Cust-794,3005,Smartwatch,Accessories,4,200,800,Credit Card,Pending,USA,North America
276,2023-08-18,Cust-855,3004,Tablet,Electronics,2,300,600,Credit Card,Failed,UK,Europe
277,2023-08-17,Cust-415,3001,Laptop,Electronics,5,1000,5000,Credit Card,Failed,Germany,Europe
278,2023-10-25,Cust-261,3001,Laptop,Electronics,2,1000,2000,PayPal,Pending,Japan,Asia
279,2023-09-25,Cust-346,3001,Laptop,Electronics,1,1000,1000,Credit Card,Completed,France,Europe
280,2023-10-06,Cust-547,3004,Tablet,Electronics,1,300,300,PayPal,Pending,France,Europe
281,2023-02-16,Cust-978,3002,Headphones,Accessories,2,50,100,PayPal,Failed,USA,North America
282,2023-07-13,Cust-360,3004,Tablet,Electronics,4,300,1200,PayPal,Failed,India,Asia
283,2023-11-13,Cust-458,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,UK,Europe
284,2023-04-07,Cust-909,3001,Laptop,Electronics,5,1000,5000,PayPal,Pending,France,Europe
285,2023-06-23,Cust-132,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,Canada,North America
286,2023-10-01,Cust-390,3005,Smartwatch,Accessories,2,200,400,Credit Card,Pending,Canada,North America
287,2023-10-27,Cust-684,3001,Laptop,Electronics,5,1000,5000,PayPal,Failed,UK,Europe
288,2023-11-19,Cust-516,3002,Headphones,Accessories,4,50,200,Credit Card,Completed,Brazil,South America
289,2023-07-07,Cust-594,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Completed,Germany,Europe
290,2023-12-27,Cust-886,3001,Laptop,Electronics,1,1000,1000,PayPal,Completed,Canada,North America
291,2023-12-24,Cust-895,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,Germany,Europe
292,2023-01-21,Cust-502,3005,Smartwatch,Accessories,3,200,600,Credit Card,Completed,Canada,North America
293,2023-01-31,Cust-80,3003,Smartphone,Electronics,3,700,2100,PayPal,Pending,Germany,Europe
294,2023-08-27,Cust-406,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,Australia,Australia
295,2023-09-09,Cust-274,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,Australia,Australia
296,2023-06-28,Cust-796,3002,Headphones,Accessories,5,50,250,Bank Transfer,Completed,UK,Europe
297,2023-07-17,Cust-584,3005,Smartwatch,Accessories,5,200,1000,Bank Transfer,Pending,South Africa,Africa
298,2023-11-03,Cust-64,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,South Africa,Africa
299,2023-05-20,Cust-302,3005,Smartwatch,Accessories,2,200,400,PayPal,Failed,USA,North America
300,2023-09-19,Cust-192,3002,Headphones,Accessories,3,50,150,Bank Transfer,Failed,Japan,Asia
301,2023-07-18,Cust-499,3002,Headphones,Accessories,3,50,150,Bank Transfer,Failed,India,Asia
302,2023-05-07,Cust-676,3005,Smartwatch,Accessories,2,200,400,Credit Card,Failed,South Africa,Africa
303,2023-07-25,Cust-441,3004,Tablet,Electronics,2,300,600,PayPal,Completed,USA,North America
304,2023-09-13,Cust-814,3001,Laptop,Electronics,5,1000,5000,Credit Card,Pending,Australia,Australia
305,2023-12-05,Cust-382,3003,Smartphone,Electronics,1,700,700,Credit Card,Pending,USA,North America
306,2023-05-16,Cust-36,3001,Laptop,Electronics,4,1000,4000,Bank Transfer,Completed,Australia,Australia
307,2023-12-03,Cust-726,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Failed,Germany,Europe
308,2023-07-08,Cust-981,3004,Tablet,Electronics,4,300,1200,PayPal,Pending,Brazil,South America
309,2023-09-29,Cust-843,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,South Africa,Africa
310,2023-01-06,Cust-831,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,South Africa,Africa
311,2023-10-09,Cust-297,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,South Africa,Africa
312,2023-03-07,Cust-89,3002,Headphones,Accessories,4,50,200,Bank Transfer,Completed,Germany,Europe
313,2023-03-17,Cust-968,3004,Tablet,Electronics,2,300,600,Bank Transfer,Failed,Australia,Australia
314,2023-03-03,Cust-632,3003,Smartphone,Electronics,5,700,3500,Credit Card,Pending,Germany,Europe
315,2023-10-09,Cust-77,3003,Smartphone,Electronics,1,700,700,Credit Card,Pending,Australia,Australia
316,2023-07-29,Cust-267,3005,Smartwatch,Accessories,5,200,1000,PayPal,Pending,Brazil,South America
317,2023-08-03,Cust-975,3002,Headphones,Accessories,4,50,200,PayPal,Failed,India,Asia
318,2023-08-24,Cust-538,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,UK,Europe
319,2023-06-02,Cust-399,3003,Smartphone,Electronics,5,700,3500,PayPal,Pending,Germany,Europe
320,2023-01-11,Cust-451,3004,Tablet,Electronics,1,300,300,PayPal,Failed,India,Asia
321,2023-09-25,Cust-545,3005,Smartwatch,Accessories,3,200,600,Credit Card,Failed,USA,North America
322,2023-08-03,Cust-222,3005,Smartwatch,Accessories,3,200,600,PayPal,Failed,India,Asia
323,2023-02-09,Cust-456,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Pending,South Africa,Africa
324,2023-03-22,Cust-766,3004,Tablet,Electronics,3,300,900,Credit Card,Pending,France,Europe
325,2023-08-14,Cust-409,3005,Smartwatch,Accessories,4,200,800,Credit Card,Completed,France,Europe
326,2023-09-01,Cust-208,3002,Headphones,Accessories,4,50,200,Credit Card,Pending,South Africa,Africa
327,2023-12-08,Cust-265,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Completed,Germany,Europe
328,2023-01-14,Cust-621,3004,Tablet,Electronics,3,300,900,Bank Transfer,Pending,Japan,Asia
329,2023-07-20,Cust-132,3005,Smartwatch,Accessories,2,200,400,PayPal,Failed,South Africa,Africa
330,2023-08-26,Cust-740,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Failed,Australia,Australia
331,2023-05-30,Cust-10,3001,Laptop,Electronics,2,1000,2000,PayPal,Completed,Brazil,South America
332,2023-07-22,Cust-397,3004,Tablet,Electronics,5,300,1500,Credit Card,Completed,Canada,North America
333,2023-07-03,Cust-498,3005,Smartwatch,Accessories,5,200,1000,PayPal,Completed,Germany,Europe
334,2023-11-19,Cust-561,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Failed,Australia,Australia
335,2023-06-12,Cust-681,3003,Smartphone,Electronics,3,700,2100,Credit Card,Completed,South Africa,Africa
336,2023-01-30,Cust-429,3005,Smartwatch,Accessories,3,200,600,Credit Card,Failed,UK,Europe
337,2023-07-08,Cust-158,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Completed,France,Europe
338,2023-07-20,Cust-761,3001,Laptop,Electronics,2,1000,2000,Credit Card,Failed,Germany,Europe
339,2023-08-11,Cust-106,3001,Laptop,Electronics,5,1000,5000,PayPal,Completed,Japan,Asia
340,2023-02-03,Cust-786,3003,Smartphone,Electronics,2,700,1400,PayPal,Failed,Japan,Asia
341,2023-11-06,Cust-131,3003,Smartphone,Electronics,2,700,1400,Credit Card,Completed,South Africa,Africa
342,2023-07-22,Cust-182,3001,Laptop,Electronics,2,1000,2000,Credit Card,Completed,Germany,Europe
343,2023-07-30,Cust-911,3003,Smartphone,Electronics,4,700,2800,PayPal,Completed,Australia,Australia
344,2023-07-15,Cust-17,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Pending,UK,Europe
345,2023-06-07,Cust-736,3004,Tablet,Electronics,5,300,1500,PayPal,Pending,France,Europe
346,2023-07-17,Cust-289,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Failed,India,Asia
347,2023-12-09,Cust-625,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,Japan,Asia
348,2023-04-22,Cust-486,3003,Smartphone,Electronics,4,700,2800,Credit Card,Pending,France,Europe
349,2023-01-31,Cust-150,3002,Headphones,Accessories,1,50,50,Bank Transfer,Completed,India,Asia
350,2023-07-07,Cust-28,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,Germany,Europe
351,2023-03-21,Cust-11,3003,Smartphone,Electronics,2,700,1400,PayPal,Failed,India,Asia
352,2023-08-15,Cust-683,3003,Smartphone,Electronics,5,700,3500,PayPal,Pending,UK,Europe
353,2023-05-30,Cust-969,3005,Smartwatch,Accessories,4,200,800,Credit Card,Pending,USA,North America
354,2023-06-26,Cust-197,3004,Tablet,Electronics,5,300,1500,Credit Card,Failed,India,Asia
355,2023-05-05,Cust-900,3002,Headphones,Accessories,4,50,200,PayPal,Pending,Germany,Europe
356,2023-06-19,Cust-687,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Pending,Canada,North America
357,2023-08-18,Cust-4,3004,Tablet,Electronics,5,300,1500,PayPal,Failed,Japan,Asia
358,2023-09-10,Cust-890,3004,Tablet,Electronics,4,300,1200,PayPal,Failed,South Africa,Africa
359,2023-02-08,Cust-185,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,Australia,Australia
360,2023-04-08,Cust-107,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Completed,South Africa,Africa
361,2023-10-25,Cust-341,3003,Smartphone,Electronics,3,700,2100,Credit Card,Pending,France,Europe
362,2023-09-30,Cust-289,3005,Smartwatch,Accessories,3,200,600,Credit Card,Pending,Germany,Europe
363,2023-04-06,Cust-882,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Failed,Germany,Europe
364,2023-01-06,Cust-692,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Pending,France,Europe
365,2023-09-09,Cust-752,3005,Smartwatch,Accessories,5,200,1000,PayPal,Failed,USA,North America
366,2023-12-13,Cust-449,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,India,Asia
367,2023-03-19,Cust-535,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,Australia,Australia
368,2023-11-25,Cust-671,3004,Tablet,Electronics,3,300,900,Bank Transfer,Completed,UK,Europe
369,2023-07-23,Cust-449,3004,Tablet,Electronics,5,300,1500,PayPal,Completed,Germany,Europe
370,2023-04-27,Cust-145,3002,Headphones,Accessories,1,50,50,PayPal,Completed,Australia,Australia
371,2023-10-13,Cust-936,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Completed,India,Asia
372,2023-07-09,Cust-379,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,Australia,Australia
373,2023-09-26,Cust-723,3002,Headphones,Accessories,3,50,150,Credit Card,Failed,Brazil,South America
374,2023-02-18,Cust-734,3004,Tablet,Electronics,2,300,600,PayPal,Failed,Australia,Australia
375,2023-05-29,Cust-8,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,India,Asia
376,2023-01-15,Cust-729,3003,Smartphone,Electronics,2,700,1400,PayPal,Failed,Canada,North America
377,2023-07-22,Cust-811,3001,Laptop,Electronics,4,1000,4000,PayPal,Failed,USA,North America
378,2023-11-19,Cust-377,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,Germany,Europe
379,2023-03-12,Cust-452,3004,Tablet,Electronics,2,300,600,Bank Transfer,Completed,France,Europe
380,2023-05-05,Cust-554,3002,Headphones,Accessories,2,50,100,Bank Transfer,Failed,Germany,Europe
381,2023-07-10,Cust-580,3002,Headphones,Accessories,3,50,150,Bank Transfer,Pending,France,Europe
382,2023-01-05,Cust-473,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,Brazil,South America
383,2023-04-10,Cust-780,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Completed,Canada,North America
384,2023-02-20,Cust-342,3001,Laptop,Electronics,4,1000,4000,Credit Card,Failed,UK,Europe
385,2023-12-21,Cust-162,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,South Africa,Africa
386,2023-09-20,Cust-517,3003,Smartphone,Electronics,5,700,3500,PayPal,Pending,India,Asia
387,2023-09-02,Cust-749,3001,Laptop,Electronics,1,1000,1000,PayPal,Completed,Germany,Europe
388,2023-08-20,Cust-749,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,Brazil,South America
389,2023-08-29,Cust-776,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Pending,UK,Europe
390,2023-10-07,Cust-506,3005,Smartwatch,Accessories,3,200,600,PayPal,Failed,USA,North America
391,2023-06-24,Cust-868,3001,Laptop,Electronics,1,1000,1000,PayPal,Failed,UK,Europe
392,2023-05-17,Cust-449,3004,Tablet,Electronics,5,300,1500,PayPal,Pending,UK,Europe
393,2023-07-05,Cust-288,3001,Laptop,Electronics,4,1000,4000,PayPal,Failed,Germany,Europe
394,2023-01-05,Cust-752,3002,Headphones,Accessories,4,50,200,Bank Transfer,Completed,France,Europe
395,2023-09-02,Cust-504,3005,Smartwatch,Accessories,1,200,200,PayPal,Completed,India,Asia
396,2023-08-18,Cust-590,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Failed,UK,Europe
397,2023-08-10,Cust-894,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,UK,Europe
398,2023-12-15,Cust-277,3004,Tablet,Electronics,3,300,900,Credit Card,Pending,UK,Europe
399,2023-04-06,Cust-884,3004,Tablet,Electronics,4,300,1200,PayPal,Failed,Canada,North America
400,2023-05-26,Cust-274,3002,Headphones,Accessories,1,50,50,PayPal,Completed,USA,North America
401,2023-09-02,Cust-625,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,South Africa,Africa
402,2023-07-23,Cust-64,3005,Smartwatch,Accessories,5,200,1000,PayPal,Failed,Canada,North America
403,2023-08-10,Cust-866,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Completed,UK,Europe
404,2023-03-06,Cust-686,3002,Headphones,Accessories,5,50,250,Bank Transfer,Pending,USA,North America
405,2023-11-15,Cust-636,3002,Headphones,Accessories,4,50,200,Credit Card,Completed,France,Europe
406,2023-02-15,Cust-246,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Failed,Japan,Asia
407,2023-08-27,Cust-320,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,India,Asia
408,2023-11-22,Cust-774,3002,Headphones,Accessories,3,50,150,Bank Transfer,Completed,UK,Europe
409,2023-12-24,Cust-635,3001,Laptop,Electronics,3,1000,3000,Credit Card,Pending,Japan,Asia
410,2023-03-16,Cust-648,3003,Smartphone,Electronics,1,700,700,PayPal,Failed,Germany,Europe
411,2023-12-23,Cust-338,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,USA,North America
412,2023-09-24,Cust-665,3001,Laptop,Electronics,4,1000,4000,Credit Card,Pending,Australia,Australia
413,2023-04-02,Cust-453,3004,Tablet,Electronics,3,300,900,Credit Card,Completed,Germany,Europe
414,2023-11-03,Cust-898,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Pending,USA,North America
415,2023-05-29,Cust-595,3004,Tablet,Electronics,3,300,900,Bank Transfer,Pending,Brazil,South America
416,2023-11-07,Cust-879,3002,Headphones,Accessories,5,50,250,PayPal,Completed,South Africa,Africa
417,2023-06-25,Cust-865,3001,Laptop,Electronics,1,1000,1000,PayPal,Failed,South Africa,Africa
418,2023-04-08,Cust-189,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,Japan,Asia
419,2023-09-01,Cust-675,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Completed,India,Asia
420,2023-08-18,Cust-907,3003,Smartphone,Electronics,3,700,2100,Credit Card,Pending,Germany,Europe
421,2023-09-01,Cust-674,3001,Laptop,Electronics,3,1000,3000,Credit Card,Pending,Germany,Europe
422,2023-09-24,Cust-212,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Pending,France,Europe
423,2023-10-17,Cust-369,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,UK,Europe
424,2023-07-16,Cust-933,3001,Laptop,Electronics,3,1000,3000,PayPal,Failed,India,Asia
425,2023-01-14,Cust-111,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Failed,USA,North America
426,2023-07-25,Cust-644,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,USA,North America
427,2023-05-12,Cust-572,3002,Headphones,Accessories,1,50,50,Credit Card,Failed,USA,North America
428,2023-02-16,Cust-399,3004,Tablet,Electronics,4,300,1200,Credit Card,Pending,India,Asia
429,2023-11-22,Cust-311,3001,Laptop,Electronics,4,1000,4000,Credit Card,Pending,Germany,Europe
430,2023-01-25,Cust-688,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,UK,Europe
431,2023-08-24,Cust-779,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Pending,USA,North America
432,2023-10-29,Cust-795,3004,Tablet,Electronics,2,300,600,Bank Transfer,Failed,USA,North America
433,2023-07-12,Cust-630,3001,Laptop,Electronics,4,1000,4000,PayPal,Pending,Japan,Asia
434,2023-02-20,Cust-872,3001,Laptop,Electronics,3,1000,3000,PayPal,Pending,USA,North America
435,2023-02-03,Cust-774,3002,Headphones,Accessories,4,50,200,PayPal,Failed,Australia,Australia
436,2023-09-16,Cust-93,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Completed,Canada,North America
437,2023-02-24,Cust-872,3005,Smartwatch,Accessories,3,200,600,PayPal,Pending,UK,Europe
438,2023-08-30,Cust-485,3003,Smartphone,Electronics,1,700,700,PayPal,Completed,UK,Europe
439,2023-04-24,Cust-669,3001,Laptop,Electronics,1,1000,1000,PayPal,Completed,Australia,Australia
440,2023-01-24,Cust-703,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Completed,Canada,North America
441,2023-09-08,Cust-792,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Completed,Germany,Europe
442,2023-01-14,Cust-774,3004,Tablet,Electronics,3,300,900,Credit Card,Pending,Germany,Europe
443,2023-06-03,Cust-403,3004,Tablet,Electronics,1,300,300,PayPal,Pending,Canada,North America
444,2023-04-16,Cust-97,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,Canada,North America
445,2023-01-11,Cust-641,3005,Smartwatch,Accessories,4,200,800,PayPal,Pending,Japan,Asia
446,2023-05-19,Cust-832,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Completed,South Africa,Africa
447,2023-02-10,Cust-611,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,Germany,Europe
448,2023-04-18,Cust-474,3001,Laptop,Electronics,1,1000,1000,Bank Transfer,Pending,Brazil,South America
449,2023-12-30,Cust-141,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Pending,USA,North America
450,2023-10-19,Cust-517,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,Japan,Asia
451,2023-07-17,Cust-906,3002,Headphones,Accessories,3,50,150,PayPal,Failed,South Africa,Africa
452,2023-09-22,Cust-346,3002,Headphones,Accessories,3,50,150,Credit Card,Completed,Australia,Australia
453,2023-08-02,Cust-207,3005,Smartwatch,Accessories,2,200,400,PayPal,Pending,Canada,North America
454,2023-06-12,Cust-476,3004,Tablet,Electronics,3,300,900,Credit Card,Failed,South Africa,Africa
455,2023-05-28,Cust-269,3005,Smartwatch,Accessories,5,200,1000,PayPal,Failed,France,Europe
456,2023-09-06,Cust-923,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Pending,USA,North America
457,2023-11-23,Cust-983,3002,Headphones,Accessories,1,50,50,Credit Card,Failed,Germany,Europe
458,2023-11-28,Cust-415,3002,Headphones,Accessories,2,50,100,Credit Card,Pending,Germany,Europe
459,2023-01-27,Cust-740,3002,Headphones,Accessories,4,50,200,Credit Card,Failed,Australia,Australia
460,2023-12-09,Cust-698,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,Canada,North America
461,2023-08-28,Cust-362,3002,Headphones,Accessories,2,50,100,PayPal,Completed,France,Europe
462,2023-12-25,Cust-201,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Failed,Brazil,South America
463,2023-11-22,Cust-109,3004,Tablet,Electronics,3,300,900,Credit Card,Completed,USA,North America
464,2023-04-28,Cust-836,3004,Tablet,Electronics,3,300,900,Bank Transfer,Pending,France,Europe
465,2023-10-03,Cust-519,3002,Headphones,Accessories,5,50,250,PayPal,Failed,Australia,Australia
466,2023-10-24,Cust-847,3005,Smartwatch,Accessories,4,200,800,Credit Card,Failed,South Africa,Africa
467,2023-12-10,Cust-599,3002,Headphones,Accessories,3,50,150,Bank Transfer,Failed,India,Asia
468,2023-12-23,Cust-89,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,Japan,Asia
469,2023-09-14,Cust-254,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Pending,Japan,Asia
